date,market,region,station,temperature_mean_c,temperature_max_c,temperature_min_c,cooling_degree_day,heating_degree_day,source,source_note
2023-05-28,TOKYO_TEMP,Tokyo,Tokyo,20.7,25.51,17.09,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-05-29,TOKYO_TEMP,Tokyo,Tokyo,21.04,25.86,17.08,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-05-30,TOKYO_TEMP,Tokyo,Tokyo,20.74,24.92,16.75,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-05-31,TOKYO_TEMP,Tokyo,Tokyo,19.9,23.85,16.24,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-01,TOKYO_TEMP,Tokyo,Tokyo,17.08,19.64,12.23,0.0,0.92,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-02,TOKYO_TEMP,Tokyo,Tokyo,19.9,24.65,15.62,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-03,TOKYO_TEMP,Tokyo,Tokyo,19.19,24.37,14.68,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-04,TOKYO_TEMP,Tokyo,Tokyo,25.87,28.79,21.34,3.87,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-05,TOKYO_TEMP,Tokyo,Tokyo,21.8,26.83,17.51,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-06,TOKYO_TEMP,Tokyo,Tokyo,21.72,26.18,16.48,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-07,TOKYO_TEMP,Tokyo,Tokyo,21.27,24.97,15.9,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-08,TOKYO_TEMP,Tokyo,Tokyo,20.63,26.18,16.17,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-09,TOKYO_TEMP,Tokyo,Tokyo,21.09,24.95,17.46,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-10,TOKYO_TEMP,Tokyo,Tokyo,16.84,22.11,12.73,0.0,1.16,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-11,TOKYO_TEMP,Tokyo,Tokyo,23.19,26.51,19.03,1.19,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-12,TOKYO_TEMP,Tokyo,Tokyo,20.66,24.24,17.81,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-13,TOKYO_TEMP,Tokyo,Tokyo,20.85,23.62,16.15,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-14,TOKYO_TEMP,Tokyo,Tokyo,20.66,23.83,16.21,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-15,TOKYO_TEMP,Tokyo,Tokyo,20.64,24.67,17.36,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-16,TOKYO_TEMP,Tokyo,Tokyo,22.36,26.91,18.73,0.36,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-17,TOKYO_TEMP,Tokyo,Tokyo,22.15,26.49,17.94,0.15,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-18,TOKYO_TEMP,Tokyo,Tokyo,19.69,25.43,16.84,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-19,TOKYO_TEMP,Tokyo,Tokyo,23.44,27.96,19.65,1.44,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-20,TOKYO_TEMP,Tokyo,Tokyo,19.87,24.54,15.78,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-21,TOKYO_TEMP,Tokyo,Tokyo,21.61,26.31,17.04,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-22,TOKYO_TEMP,Tokyo,Tokyo,23.05,27.7,20.32,1.05,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-23,TOKYO_TEMP,Tokyo,Tokyo,21.27,25.82,18.81,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-24,TOKYO_TEMP,Tokyo,Tokyo,22.59,25.23,18.14,0.59,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-25,TOKYO_TEMP,Tokyo,Tokyo,22.12,25.57,18.79,0.12,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-26,TOKYO_TEMP,Tokyo,Tokyo,25.36,27.44,21.27,3.36,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-27,TOKYO_TEMP,Tokyo,Tokyo,22.5,26.99,19.06,0.5,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-28,TOKYO_TEMP,Tokyo,Tokyo,25.24,27.86,23.19,3.24,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-29,TOKYO_TEMP,Tokyo,Tokyo,24.61,27.52,21.36,2.61,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-06-30,TOKYO_TEMP,Tokyo,Tokyo,21.81,26.66,18.92,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-01,TOKYO_TEMP,Tokyo,Tokyo,24.64,29.01,20.73,2.64,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-02,TOKYO_TEMP,Tokyo,Tokyo,17.69,20.81,12.66,0.0,0.31,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-03,TOKYO_TEMP,Tokyo,Tokyo,20.88,25.54,16.91,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-04,TOKYO_TEMP,Tokyo,Tokyo,23.83,28.75,21.51,1.83,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-05,TOKYO_TEMP,Tokyo,Tokyo,22.37,27.69,18.06,0.37,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-06,TOKYO_TEMP,Tokyo,Tokyo,22.04,26.3,17.38,0.04,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-07,TOKYO_TEMP,Tokyo,Tokyo,26.3,30.78,22.18,4.3,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-08,TOKYO_TEMP,Tokyo,Tokyo,21.91,25.59,18.58,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-09,TOKYO_TEMP,Tokyo,Tokyo,25.86,31.05,22.52,3.86,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-10,TOKYO_TEMP,Tokyo,Tokyo,25.07,29.35,21.67,3.07,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-11,TOKYO_TEMP,Tokyo,Tokyo,26.15,30.54,21.94,4.15,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-12,TOKYO_TEMP,Tokyo,Tokyo,25.07,27.33,20.07,3.07,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-13,TOKYO_TEMP,Tokyo,Tokyo,21.46,24.55,17.03,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-14,TOKYO_TEMP,Tokyo,Tokyo,25.57,30.87,22.28,3.57,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-15,TOKYO_TEMP,Tokyo,Tokyo,23.75,27.89,19.61,1.75,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-16,TOKYO_TEMP,Tokyo,Tokyo,24.11,28.35,19.79,2.11,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-17,TOKYO_TEMP,Tokyo,Tokyo,25.67,29.26,22.01,3.67,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-18,TOKYO_TEMP,Tokyo,Tokyo,29.08,32.8,24.38,7.08,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-19,TOKYO_TEMP,Tokyo,Tokyo,29.01,34.24,25.15,7.01,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-20,TOKYO_TEMP,Tokyo,Tokyo,23.95,28.79,19.76,1.95,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-21,TOKYO_TEMP,Tokyo,Tokyo,26.17,28.87,20.96,4.17,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-22,TOKYO_TEMP,Tokyo,Tokyo,23.82,27.95,20.38,1.82,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-23,TOKYO_TEMP,Tokyo,Tokyo,26.73,31.52,21.93,4.73,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-24,TOKYO_TEMP,Tokyo,Tokyo,25.52,29.56,22.4,3.52,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-25,TOKYO_TEMP,Tokyo,Tokyo,24.72,28.03,21.53,2.72,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-26,TOKYO_TEMP,Tokyo,Tokyo,25.76,29.41,21.62,3.76,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-27,TOKYO_TEMP,Tokyo,Tokyo,25.67,29.08,22.09,3.67,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-28,TOKYO_TEMP,Tokyo,Tokyo,24.25,29.49,19.67,2.25,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-29,TOKYO_TEMP,Tokyo,Tokyo,23.78,27.86,19.61,1.78,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-30,TOKYO_TEMP,Tokyo,Tokyo,28.53,31.67,23.86,6.53,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-07-31,TOKYO_TEMP,Tokyo,Tokyo,25.47,27.96,20.85,3.47,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-01,TOKYO_TEMP,Tokyo,Tokyo,25.03,29.05,20.33,3.03,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-02,TOKYO_TEMP,Tokyo,Tokyo,26.21,32.01,22.61,4.21,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-03,TOKYO_TEMP,Tokyo,Tokyo,26.25,31.24,21.66,4.25,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-04,TOKYO_TEMP,Tokyo,Tokyo,28.61,31.9,23.99,6.61,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-05,TOKYO_TEMP,Tokyo,Tokyo,25.65,29.96,21.09,3.65,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-06,TOKYO_TEMP,Tokyo,Tokyo,26.77,31.33,21.72,4.77,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-07,TOKYO_TEMP,Tokyo,Tokyo,23.86,28.53,19.2,1.86,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-08,TOKYO_TEMP,Tokyo,Tokyo,24.09,28.31,20.69,2.09,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-09,TOKYO_TEMP,Tokyo,Tokyo,27.02,32.01,23.02,5.02,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-10,TOKYO_TEMP,Tokyo,Tokyo,25.07,28.95,21.99,3.07,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-11,TOKYO_TEMP,Tokyo,Tokyo,25.44,31.08,21.76,3.44,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-12,TOKYO_TEMP,Tokyo,Tokyo,23.01,27.96,19.38,1.01,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-13,TOKYO_TEMP,Tokyo,Tokyo,27.63,32.08,24.25,5.63,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-14,TOKYO_TEMP,Tokyo,Tokyo,20.89,24.84,18.75,0.0,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-15,TOKYO_TEMP,Tokyo,Tokyo,23.76,28.17,20.5,1.76,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-16,TOKYO_TEMP,Tokyo,Tokyo,23.47,25.85,17.87,1.47,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-17,TOKYO_TEMP,Tokyo,Tokyo,24.53,29.04,20.36,2.53,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-18,TOKYO_TEMP,Tokyo,Tokyo,24.12,28.35,19.75,2.12,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-19,TOKYO_TEMP,Tokyo,Tokyo,24.15,28.07,20.25,2.15,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-20,TOKYO_TEMP,Tokyo,Tokyo,23.81,27.39,20.34,1.81,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
2023-08-21,TOKYO_TEMP,Tokyo,Tokyo,23.52,27.28,19.23,1.52,0.0,synthetic_sample_weather,"Synthetic daily temperature shaped around Tokyo/Osaka seasonality; replace with JMA, Open-Meteo, or vendor weather data for production."
